,full_text,text_clean,tokenize,stopwords,stemmed,tf,tf_idf
160,Weekend kalian kemana rek? 🥰  #EmilDardak #WagubJatim #ArumiBachsin #WagubEmil #InfoJatim #JawaTimur #Jatim #BeritaJatim #KabarJatim #Pemilu #Pemilu2024 #Prabowo #Gibran https://t.co/h0suVYVbHT,weekend kalian kemana rek emildardak wagubjatim arumibachsin wagubemil infojatim jawatimur jatim beritajatim kabarjatim pemilu pemilu prabowo gibran,"['weekend', 'kalian', 'kemana', 'rek', 'emildardak', 'wagubjatim', 'arumibachsin', 'wagubemil', 'infojatim', 'jawatimur', 'jatim', 'beritajatim', 'kabarjatim', 'pemilu', 'pemilu', 'prabowo', 'gibran']","['weekend', 'kalian', 'rek', '🥰', 'emildardak', 'wagubjatim', 'arumibachsin', 'wagubemil', 'infojatim', 'jawatimur', 'jatim', 'beritajatim', 'kabarjatim', 'pemilu', 'pemilu', 'prabowo', 'gibran', 'httpstcohsuvyvbht']","['weekend', 'kalian', 'rek', '', 'emildardak', 'wagubjatim', 'arumibachsin', 'wagubemil', 'infojatim', 'jawatimur', 'jatim', 'beritajatim', 'kabarjatim', 'milu', 'milu', 'prabowo', 'gibran', 'httpstcohsuvyvbht']","{'weekend': 0.058823529411764705, 'kalian': 0.058823529411764705, 'kemana': 0.058823529411764705, 'rek': 0.058823529411764705, 'emildardak': 0.058823529411764705, 'wagubjatim': 0.058823529411764705, 'arumibachsin': 0.058823529411764705, 'wagubemil': 0.058823529411764705, 'infojatim': 0.058823529411764705, 'jawatimur': 0.058823529411764705, 'jatim': 0.058823529411764705, 'beritajatim': 0.058823529411764705, 'kabarjatim': 0.058823529411764705, 'pemilu': 0.11764705882352941, 'prabowo': 0.058823529411764705, 'gibran': 0.058823529411764705}","{'weekend': 0.15093222462785397, 'kalian': 0.11551693102032679, 'kemana': 0.15093222462785397, 'rek': 0.15093222462785397, 'emildardak': 0.13322457782409036, 'wagubjatim': 0.13322457782409036, 'arumibachsin': 0.13322457782409036, 'wagubemil': 0.13322457782409036, 'infojatim': 0.13322457782409036, 'jawatimur': 0.13322457782409036, 'jatim': 0.13322457782409036, 'beritajatim': 0.13322457782409036, 'kabarjatim': 0.13322457782409036, 'pemilu': 0.19561856843312636, 'prabowo': 0.05203568125281944, 'gibran': 0.00967336928776315}"
161,Ganjar Mahfud membuktikan bahwa kepemimpinan yang sukses tidak tergantung pada popularitas semata. @ciaociaotok https://t.co/xcCyLjn5QC,ganjar mahfud membuktikan bahwa kepemimpinan yang sukses tidak tergantung pada popularitas semata,"['ganjar', 'mahfud', 'membuktikan', 'bahwa', 'kepemimpinan', 'yang', 'sukses', 'tidak', 'tergantung', 'pada', 'popularitas', 'semata']","['ganjar', 'mahfud', 'membuktikan', 'kepemimpinan', 'sukses', 'tergantung', 'popularitas', 'semata', 'ciaociaotok', 'httpstcoxccyljnqc']","['ganjar', 'mahfud', 'bukti', 'pimpin', 'sukses', 'gantung', 'popularitas', 'semata', 'ciaociaotok', 'httpstcoxccyljnqc']","{'ganjar': 0.08333333333333333, 'mahfud': 0.08333333333333333, 'membuktikan': 0.08333333333333333, 'bahwa': 0.08333333333333333, 'kepemimpinan': 0.08333333333333333, 'yang': 0.08333333333333333, 'sukses': 0.08333333333333333, 'tidak': 0.08333333333333333, 'tergantung': 0.08333333333333333, 'pada': 0.08333333333333333, 'popularitas': 0.08333333333333333, 'semata': 0.08333333333333333}","{'ganjar': 0.14897471402415616, 'mahfud': 0.12703792779294104, 'membuktikan': 0.13430044243618272, 'bahwa': 0.14339581488827172, 'kepemimpinan': 0.1636489856121296, 'yang': 0.07082037291989321, 'sukses': 0.1158130466348197, 'tidak': 0.12099203886389007, 'tergantung': 0.21382065155612645, 'pada': 0.12703792779294104, 'popularitas': 0.21382065155612645, 'semata': 0.18873481858412802}"
162,@Uki23 @gibran_tweet @narkosun Andai gibran bukan anak pak lurah... 😂😂😂,andai gibran bukan anak pak lurah,"['andai', 'gibran', 'bukan', 'anak', 'pak', 'lurah']","['uki', 'gibrantweet', 'narkosun', 'andai', 'gibran', 'bukan', 'anak', 'pak', 'lurah', '😂😂😂']","['uki', 'gibrantweet', 'narkosun', 'andai', 'gibran', 'bukan', 'anak', 'pak', 'lurah', '']","{'andai': 0.16666666666666666, 'gibran': 0.16666666666666666, 'bukan': 0.16666666666666666, 'anak': 0.16666666666666666, 'pak': 0.16666666666666666, 'lurah': 0.16666666666666666}","{'andai': 0.37746963716825604, 'gibran': 0.02740787964866226, 'bukan': 0.24198407772778013, 'anak': 0.22695463933626547, 'pak': 0.24777776210431546, 'lurah': 0.37746963716825604}"
163,@aniesbaswedan Sesuai wangsit eyang prabu Siliwangi tetap prabowo gibran yg akan memimpin Indonesia https://t.co/RZz3OJM40o,sesuai wangsit eyang prabu siliwangi tetap prabowo gibran yg akan memimpin indonesia,"['sesuai', 'wangsit', 'eyang', 'prabu', 'siliwangi', 'tetap', 'prabowo', 'gibran', 'yg', 'akan', 'memimpin', 'indonesia']","['aniesbaswedan', 'sesuai', 'wangsit', 'eyang', 'prabu', 'siliwangi', 'tetap', 'prabowo', 'gibran', 'yg', 'memimpin', 'indonesia', 'httpstcorzzojmo']","['aniesbaswedan', 'sesuai', 'wangsit', 'eyang', 'prabu', 'siliwangi', 'tetap', 'prabowo', 'gibran', 'yg', 'pimpin', 'indonesia', 'httpstcorzzojmo']","{'sesuai': 0.08333333333333333, 'wangsit': 0.08333333333333333, 'eyang': 0.08333333333333333, 'prabu': 0.08333333333333333, 'siliwangi': 0.08333333333333333, 'tetap': 0.08333333333333333, 'prabowo': 0.08333333333333333, 'gibran': 0.08333333333333333, 'yg': 0.08333333333333333, 'akan': 0.08333333333333333, 'memimpin': 0.08333333333333333, 'indonesia': 0.08333333333333333}","{'sesuai': 0.15557315119479156, 'wangsit': 0.1636489856121296, 'eyang': 0.1636489856121296, 'prabu': 0.1636489856121296, 'siliwangi': 0.1636489856121296, 'tetap': 0.1636489856121296, 'prabowo': 0.07371721510816087, 'gibran': 0.01370393982433113, 'yg': 0.07013099575606072, 'akan': 0.13430044243618272, 'memimpin': 0.14897471402415616, 'indonesia': 0.13430044243618272}"
164,"Gibran bikin Solo hebat, sedangkan Muhaimin, bikin kekecewaan terus menerus @AH_SiregarXIX  https://t.co/9I7AMMYTw4",gibran bikin solo hebat sedangkan muhaimin bikin kekecewaan terus menerus,"['gibran', 'bikin', 'solo', 'hebat', 'sedangkan', 'muhaimin', 'bikin', 'kekecewaan', 'terus', 'menerus']","['gibran', 'bikin', 'solo', 'hebat', 'muhaimin', 'bikin', 'kekecewaan', 'terus', 'menerus', 'ahsiregarxix', 'httpstcoiammytw']","['gibran', 'bikin', 'solo', 'hebat', 'muhaimin', 'bikin', 'kecewa', 'terus', 'terus', 'ahsiregarxix', 'httpstcoiammytw']","{'gibran': 0.1, 'bikin': 0.2, 'solo': 0.1, 'hebat': 0.1, 'sedangkan': 0.1, 'muhaimin': 0.1, 'kekecewaan': 0.1, 'terus': 0.1, 'menerus': 0.1}","{'gibran': 0.016444727789197356, 'bikin': 0.17337556286749978, 'solo': 0.05446585196035796, 'hebat': 0.13353988972952438, 'sedangkan': 0.19637878273455556, 'muhaimin': 0.11344840545145303, 'kekecewaan': 0.1866877814337499, 'terus': 0.15658478186735178, 'menerus': 0.22648178230095364}"
165,Buruh yakin Prabowo - Gibran menang di putaran pertama. dekade08,buruh yakin prabowo gibran menang di putaran pertama dekade,"['buruh', 'yakin', 'prabowo', 'gibran', 'menang', 'di', 'putaran', 'pertama', 'dekade']","['buruh', 'yakin', 'prabowo', 'gibran', 'menang', 'putaran', 'pertama', 'dekade']","['buruh', 'yakin', 'prabowo', 'gibran', 'menang', 'putar', 'pertama', 'dekade']","{'buruh': 0.1111111111111111, 'yakin': 0.1111111111111111, 'prabowo': 0.1111111111111111, 'gibran': 0.1111111111111111, 'menang': 0.1111111111111111, 'di': 0.1111111111111111, 'putaran': 0.1111111111111111, 'pertama': 0.1111111111111111, 'dekade': 0.1111111111111111}","{'buruh': 0.16938390372392137, 'yakin': 0.2074308682597221, 'prabowo': 0.0982896201442145, 'gibran': 0.018271919765774837, 'menang': 0.17906725658157696, 'di': 0.0718633029219382, 'putaran': 0.2074308682597221, 'pertama': 0.25164642477883736, 'dekade': 0.13818094710439982}"
166,Duh! Mahfud MD Ternyata juga Pernah Langgar Etika saat Jadi Ketua MK https://t.co/8M0oWQUC15  #asalbukanmerah #2024gantiwarna  #karawangbergerak #Gibran #GibranRakabuming #Pemilu2024 #DulurGibran #MasGibran #Gibran2024,duh mahfud md ternyata juga pernah langgar etika saat jadi ketua mk asalbukanmerah gantiwarna karawangbergerak gibran gibranrakabuming pemilu dulurgibran masgibran gibran,"['duh', 'mahfud', 'md', 'ternyata', 'juga', 'pernah', 'langgar', 'etika', 'saat', 'jadi', 'ketua', 'mk', 'asalbukanmerah', 'gantiwarna', 'karawangbergerak', 'gibran', 'gibranrakabuming', 'pemilu', 'dulurgibran', 'masgibran', 'gibran']","['duh', 'mahfud', 'md', 'ternyata', 'pernah', 'langgar', 'etika', 'jadi', 'ketua', 'mk', 'httpstcomowquc', 'asalbukanmerah', 'gantiwarna', 'karawangbergerak', 'gibran', 'gibranrakabuming', 'pemilu', 'dulurgibran', 'masgibran', 'gibran']","['duh', 'mahfud', 'md', 'nyata', 'pernah', 'langgar', 'etika', 'jadi', 'ketua', 'mk', 'httpstcomowquc', 'asalbukanmerah', 'gantiwarna', 'karawangbergerak', 'gibran', 'gibranrakabuming', 'milu', 'dulurgibran', 'masgibran', 'gibran']","{'duh': 0.047619047619047616, 'mahfud': 0.047619047619047616, 'md': 0.047619047619047616, 'ternyata': 0.047619047619047616, 'juga': 0.047619047619047616, 'pernah': 0.047619047619047616, 'langgar': 0.047619047619047616, 'etika': 0.047619047619047616, 'saat': 0.047619047619047616, 'jadi': 0.047619047619047616, 'ketua': 0.047619047619047616, 'mk': 0.047619047619047616, 'asalbukanmerah': 0.047619047619047616, 'gantiwarna': 0.047619047619047616, 'karawangbergerak': 0.047619047619047616, 'gibran': 0.09523809523809523, 'gibranrakabuming': 0.047619047619047616, 'pemilu': 0.047619047619047616, 'dulurgibran': 0.047619047619047616, 'masgibran': 0.047619047619047616}","{'duh': 0.0888989435398809, 'mahfud': 0.07259310159596631, 'md': 0.08512840801380352, 'ternyata': 0.08194046565044098, 'juga': 0.06760570395215618, 'pernah': 0.07917894436578923, 'langgar': 0.0888989435398809, 'etika': 0.07917894436578923, 'saat': 0.0707936463155187, 'jadi': 0.048073586566963346, 'ketua': 0.07917894436578923, 'mk': 0.07456418184159608, 'asalbukanmerah': 0.0888989435398809, 'gantiwarna': 0.0888989435398809, 'karawangbergerak': 0.0888989435398809, 'gibran': 0.01566164551352129, 'gibranrakabuming': 0.0888989435398809, 'pemilu': 0.07917894436578923, 'dulurgibran': 0.0888989435398809, 'masgibran': 0.0888989435398809}"
167,"@kurawa Hus kuwalat lo om @kurawa pak mahfud sedang sakit Kita doakan sama2 biar cepat sembuh sebelum debat ke 2 cawapres berlangsung Bilang aja ke mas @gibran_tweet agar di debat ke 2 ngalah kasian tu orang tua kebanting harga dirinya Asal lo tau om SAKITNYA TU DISINI""""",hus kuwalat lo om pak mahfud sedang sakit kita doakan sama biar cepat sembuh sebelum debat ke cawapres berlangsung bilang aja ke ma agar di debat ke ngalah kasian tu orang tua kebanting harga dirinya asal lo tau om sakitnya tu disini,"['hus', 'kuwalat', 'lo', 'om', 'pak', 'mahfud', 'sedang', 'sakit', 'kita', 'doakan', 'sama', 'biar', 'cepat', 'sembuh', 'sebelum', 'debat', 'ke', 'cawapres', 'berlangsung', 'bilang', 'aja', 'ke', 'ma', 'agar', 'di', 'debat', 'ke', 'ngalah', 'kasian', 'tu', 'orang', 'tua', 'kebanting', 'harga', 'dirinya', 'asal', 'lo', 'tau', 'om', 'sakitnya', 'tu', 'disini']","['kurawa', 'hus', 'kuwalat', 'lo', 'om', 'kurawa', 'pak', 'mahfud', 'sedang', 'sakit', 'doakan', 'sama', 'biar', 'cepat', 'sembuh', 'debat', 'cawapres', 'berlangsung', 'bilang', 'aja', 'mas', 'gibrantweet', 'debat', 'ngalah', 'kasian', 'tu', 'orang', 'tua', 'kebanting', 'harga', 'dirinya', 'asal', 'lo', 'tau', 'om', 'sakitnya', 'tu', 'disini']","['rawa', 'hus', 'walat', 'lo', 'om', 'rawa', 'pak', 'mahfud', 'sedang', 'sakit', 'doa', 'sama', 'biar', 'cepat', 'sembuh', 'debat', 'cawapres', 'langsung', 'bilang', 'aja', 'mas', 'gibrantweet', 'debat', 'ngalah', 'kasi', 'tu', 'orang', 'tua', 'banting', 'harga', 'diri', 'asal', 'lo', 'tau', 'om', 'sakit', 'tu', 'sini']","{'hus': 0.023809523809523808, 'kuwalat': 0.023809523809523808, 'lo': 0.047619047619047616, 'om': 0.047619047619047616, 'pak': 0.023809523809523808, 'mahfud': 0.023809523809523808, 'sedang': 0.023809523809523808, 'sakit': 0.023809523809523808, 'kita': 0.023809523809523808, 'doakan': 0.023809523809523808, 'sama': 0.023809523809523808, 'biar': 0.023809523809523808, 'cepat': 0.023809523809523808, 'sembuh': 0.023809523809523808, 'sebelum': 0.023809523809523808, 'debat': 0.047619047619047616, 'ke': 0.07142857142857142, 'cawapres': 0.023809523809523808, 'berlangsung': 0.023809523809523808, 'bilang': 0.023809523809523808, 'aja': 0.023809523809523808, 'ma': 0.023809523809523808, 'agar': 0.023809523809523808, 'di': 0.023809523809523808, 'ngalah': 0.023809523809523808, 'kasian': 0.023809523809523808, 'tu': 0.047619047619047616, 'orang': 0.023809523809523808, 'tua': 0.023809523809523808, 'kebanting': 0.023809523809523808, 'harga': 0.023809523809523808, 'dirinya': 0.023809523809523808, 'asal': 0.023809523809523808, 'tau': 0.023809523809523808, 'sakitnya': 0.023809523809523808, 'disini': 0.023809523809523808}","{'hus': 0.06109161473032185, 'kuwalat': 0.06109161473032185, 'lo': 0.09946316971208832, 'om': 0.0888989435398809, 'pak': 0.03539682315775935, 'mahfud': 0.036296550797983156, 'sedang': 0.05392423388117944, 'sakit': 0.05392423388117944, 'kita': 0.03242209133375221, 'doakan': 0.06109161473032185, 'sama': 0.03242209133375221, 'biar': 0.04973158485604416, 'cepat': 0.06109161473032185, 'sembuh': 0.06109161473032185, 'sebelum': 0.04973158485604416, 'debat': 0.06129020084384232, 'ke': 0.08738750984652224, 'cawapres': 0.03728209092079804, 'berlangsung': 0.06109161473032185, 'bilang': 0.04973158485604416, 'aja': 0.031204174132624083, 'ma': 0.029610202950942816, 'agar': 0.05392423388117944, 'di': 0.015399279197558185, 'ngalah': 0.06109161473032185, 'kasian': 0.05392423388117944, 'tu': 0.1221832294606437, 'orang': 0.03728209092079804, 'tua': 0.06109161473032185, 'kebanting': 0.06109161473032185, 'harga': 0.05392423388117944, 'dirinya': 0.04675685303203703, 'asal': 0.06109161473032185, 'tau': 0.04256420400690176, 'sakitnya': 0.06109161473032185, 'disini': 0.05392423388117944}"
168,"Solo bersinar, Jakarta dan Jateng nampaknya perlu kursus sama Gibran @investorgabut  https://t.co/9oZfFwHqzC",solo bersinar jakarta dan jateng nampaknya perlu kursus sama gibran,"['solo', 'bersinar', 'jakarta', 'dan', 'jateng', 'nampaknya', 'perlu', 'kursus', 'sama', 'gibran']","['solo', 'bersinar', 'jakarta', 'jateng', 'nampaknya', 'perlu', 'kursus', 'sama', 'gibran', 'investorgabut', 'httpstcoozffwhqzc']","['solo', 'sinar', 'jakarta', 'jateng', 'nampaknya', 'perlu', 'kursus', 'sama', 'gibran', 'investorgabut', 'httpstcoozffwhqzc']","{'solo': 0.1, 'bersinar': 0.1, 'jakarta': 0.1, 'dan': 0.1, 'jateng': 0.1, 'nampaknya': 0.1, 'perlu': 0.1, 'kursus': 0.1, 'sama': 0.1, 'gibran': 0.1}","{'solo': 0.05446585196035796, 'bersinar': 0.1866877814337499, 'jakarta': 0.10606978403536116, 'dan': 0.07805179836627507, 'jateng': 0.12648178230095364, 'nampaknya': 0.17207497786592607, 'perlu': 0.16627578316815741, 'kursus': 0.20887265639538552, 'sama': 0.1361727836017593, 'gibran': 0.016444727789197356}"
169,"Surabaya dan Madura meriah, Airlangga yakinkan Prabowo - Gibran! dekade08",surabaya dan madura meriah airlangga yakinkan prabowo gibran dekade,"['surabaya', 'dan', 'madura', 'meriah', 'airlangga', 'yakinkan', 'prabowo', 'gibran', 'dekade']","['surabaya', 'madura', 'meriah', 'airlangga', 'yakinkan', 'prabowo', 'gibran', 'dekade']","['surabaya', 'madura', 'riah', 'airlangga', 'yakin', 'prabowo', 'gibran', 'dekade']","{'surabaya': 0.1111111111111111, 'dan': 0.1111111111111111, 'madura': 0.1111111111111111, 'meriah': 0.1111111111111111, 'airlangga': 0.1111111111111111, 'yakinkan': 0.1111111111111111, 'prabowo': 0.1111111111111111, 'gibran': 0.1111111111111111, 'dekade': 0.1111111111111111}","{'surabaya': 0.23208072932820611, 'dan': 0.08672422040697228, 'madura': 0.18475087018684155, 'meriah': 0.25164642477883736, 'airlangga': 0.2074308682597221, 'yakinkan': 0.28509420207483527, 'prabowo': 0.0982896201442145, 'gibran': 0.018271919765774837, 'dekade': 0.13818094710439982}"
170,Prabowo : 1 program 450 Triliun Ganjar      : 21 program 506 Triliun  Melihat dari sini saja pasangan Ganjar-Mahfud sudah kalah telak dari pasangan Prabowo-Gibran bagaimana tata kelola menghamburkan duit rakyat Payah.... https://t.co/1DHFbYQWv9,prabowo program triliun ganjar program triliun melihat dari sini saja pasangan ganjarmahfud sudah kalah telak dari pasangan prabowogibran bagaimana tata kelola menghamburkan duit rakyat payah,"['prabowo', 'program', 'triliun', 'ganjar', 'program', 'triliun', 'melihat', 'dari', 'sini', 'saja', 'pasangan', 'ganjarmahfud', 'sudah', 'kalah', 'telak', 'dari', 'pasangan', 'prabowogibran', 'bagaimana', 'tata', 'kelola', 'menghamburkan', 'duit', 'rakyat', 'payah']","['prabowo', 'program', 'triliun', 'ganjar', 'program', 'triliun', 'melihat', 'sini', 'pasangan', 'ganjarmahfud', 'kalah', 'telak', 'pasangan', 'prabowogibran', 'bagaimana', 'tata', 'kelola', 'menghamburkan', 'duit', 'rakyat', 'payah', 'httpstcodhfbyqwv']","['prabowo', 'program', 'triliun', 'ganjar', 'program', 'triliun', 'lihat', 'sini', 'pasang', 'ganjarmahfud', 'kalah', 'telak', 'pasang', 'prabowogibran', 'bagaimana', 'tata', 'kelola', 'hambur', 'duit', 'rakyat', 'payah', 'httpstcodhfbyqwv']","{'prabowo': 0.04, 'program': 0.08, 'triliun': 0.08, 'ganjar': 0.04, 'melihat': 0.04, 'dari': 0.08, 'sini': 0.04, 'saja': 0.04, 'pasangan': 0.08, 'ganjarmahfud': 0.04, 'sudah': 0.04, 'kalah': 0.04, 'telak': 0.04, 'prabowogibran': 0.04, 'bagaimana': 0.04, 'tata': 0.04, 'kelola': 0.04, 'menghamburkan': 0.04, 'duit': 0.04, 'rakyat': 0.04, 'payah': 0.04}","{'prabowo': 0.03538426325191722, 'program': 0.20526782549388142, 'triliun': 0.20526782549388142, 'ganjar': 0.07150786273159496, 'melihat': 0.0835490625581542, 'dari': 0.08709812511630842, 'sini': 0.10263391274694071, 'saja': 0.06651031326726296, 'pasangan': 0.1670981251163084, 'ganjarmahfud': 0.10263391274694071, 'sudah': 0.06446421236936771, 'kalah': 0.07855151309382222, 'telak': 0.10263391274694071, 'prabowogibran': 0.055590262384713464, 'bagaimana': 0.09059271292038146, 'tata': 0.10263391274694071, 'kelola': 0.10263391274694071, 'menghamburkan': 0.10263391274694071, 'duit': 0.0835490625581542, 'rakyat': 0.07150786273159496, 'payah': 0.10263391274694071}"
171,"Gibran membuktikan Solo bisa lebih berkembang, tapi Muhaimin, apa buktinya? @UtomoSetyok4ila  https://t.co/8dzpgAOpmW",gibran membuktikan solo bisa lebih berkembang tapi muhaimin apa buktinya,"['gibran', 'membuktikan', 'solo', 'bisa', 'lebih', 'berkembang', 'tapi', 'muhaimin', 'apa', 'buktinya']","['gibran', 'membuktikan', 'solo', 'lebih', 'berkembang', 'muhaimin', 'apa', 'buktinya', 'utomosetyokila', 'httpstcodzpgaopmw']","['gibran', 'bukti', 'solo', 'lebih', 'kembang', 'muhaimin', 'apa', 'bukti', 'utomosetyokila', 'httpstcodzpgaopmw']","{'gibran': 0.1, 'membuktikan': 0.1, 'solo': 0.1, 'bisa': 0.1, 'lebih': 0.1, 'berkembang': 0.1, 'tapi': 0.1, 'muhaimin': 0.1, 'apa': 0.1, 'buktinya': 0.1}","{'gibran': 0.016444727789197356, 'membuktikan': 0.16116053092341928, 'solo': 0.05446585196035796, 'bisa': 0.11186897873312984, 'lebih': 0.10744861248392451, 'berkembang': 0.22648178230095364, 'tapi': 0.13105753135702117, 'muhaimin': 0.11344840545145303, 'apa': 0.12648178230095364, 'buktinya': 0.2565847818673518}"
172,"Gibran bikin Solo eksis, Cak Imin kayaknya masih sibuk nyari nomor urut di pemilu politik @Jawhariaria  https://t.co/zzyCTHBIFh",gibran bikin solo eksis cak imin kayaknya masih sibuk nyari nomor urut di pemilu politik,"['gibran', 'bikin', 'solo', 'eksis', 'cak', 'imin', 'kayaknya', 'masih', 'sibuk', 'nyari', 'nomor', 'urut', 'di', 'pemilu', 'politik']","['gibran', 'bikin', 'solo', 'eksis', 'cak', 'imin', 'kayaknya', 'sibuk', 'nyari', 'nomor', 'urut', 'pemilu', 'politik', 'jawhariaria', 'httpstcozzycthbifh']","['gibran', 'bikin', 'solo', 'eks', 'cak', 'imin', 'kayak', 'sibuk', 'nyari', 'nomor', 'urut', 'milu', 'politik', 'jawhariaria', 'httpstcozzycthbifh']","{'gibran': 0.06666666666666667, 'bikin': 0.06666666666666667, 'solo': 0.06666666666666667, 'eksis': 0.06666666666666667, 'cak': 0.06666666666666667, 'imin': 0.06666666666666667, 'kayaknya': 0.06666666666666667, 'masih': 0.06666666666666667, 'sibuk': 0.06666666666666667, 'nyari': 0.06666666666666667, 'nomor': 0.06666666666666667, 'urut': 0.06666666666666667, 'di': 0.06666666666666667, 'pemilu': 0.06666666666666667, 'politik': 0.06666666666666667}","{'gibran': 0.010963151859464903, 'bikin': 0.05779185428916659, 'solo': 0.036310567973571975, 'eksis': 0.11085052211210494, 'cak': 0.04566894842618175, 'imin': 0.04529047290006905, 'kayaknya': 0.08432118820063576, 'masih': 0.05610479660484857, 'sibuk': 0.07563227030096868, 'nyari': 0.09265043730785577, 'nomor': 0.13924843759692368, 'urut': 0.15098785486730243, 'di': 0.04311798175316292, 'pemilu': 0.11085052211210494, 'politik': 0.06982225858637534}"
173,"Solo makin maju, terima kasih kepada Gibran Jakarta dan Jateng? Masih menunggu terobosan di era Muhaimin @Mas_Awokawok  https://t.co/aT875lwhkT",solo makin maju terima kasih kepada gibran jakarta dan jateng masih menunggu terobosan di era muhaimin,"['solo', 'makin', 'maju', 'terima', 'kasih', 'kepada', 'gibran', 'jakarta', 'dan', 'jateng', 'masih', 'menunggu', 'terobosan', 'di', 'era', 'muhaimin']","['solo', 'makin', 'maju', 'terima', 'kasih', 'gibran', 'jakarta', 'jateng', 'menunggu', 'terobosan', 'era', 'muhaimin', 'masawokawok', 'httpstcoatlwhkt']","['solo', 'makin', 'maju', 'terima', 'kasih', 'gibran', 'jakarta', 'jateng', 'tunggu', 'terobos', 'era', 'muhaimin', 'masawokawok', 'httpstcoatlwhkt']","{'solo': 0.0625, 'makin': 0.0625, 'maju': 0.0625, 'terima': 0.0625, 'kasih': 0.0625, 'kepada': 0.0625, 'gibran': 0.0625, 'jakarta': 0.0625, 'dan': 0.0625, 'jateng': 0.0625, 'masih': 0.0625, 'menunggu': 0.0625, 'terobosan': 0.0625, 'di': 0.0625, 'era': 0.0625, 'muhaimin': 0.0625}","{'solo': 0.034041157475223724, 'makin': 0.12273673920909721, 'maju': 0.0929166607891183, 'terima': 0.13054541024711594, 'kasih': 0.12273673920909721, 'kepada': 0.13054541024711594, 'gibran': 0.010277954868248347, 'jakarta': 0.06629361502210072, 'dan': 0.04878237397892191, 'jateng': 0.07905111393809602, 'masih': 0.05259824681704554, 'menunggu': 0.16036548866709485, 'terobosan': 0.16036548866709485, 'di': 0.040423107893590236, 'era': 0.11667986339609368, 'muhaimin': 0.07090525340715814}"
174,"Gibran bikin Solo hebat, Cak Imin mungkin masih sibuk mencari inspirasi politik di tempat yang salah @nekadmorello  https://t.co/04SaIJR4Do",gibran bikin solo hebat cak imin mungkin masih sibuk mencari inspirasi politik di tempat yang salah,"['gibran', 'bikin', 'solo', 'hebat', 'cak', 'imin', 'mungkin', 'masih', 'sibuk', 'mencari', 'inspirasi', 'politik', 'di', 'tempat', 'yang', 'salah']","['gibran', 'bikin', 'solo', 'hebat', 'cak', 'imin', 'mungkin', 'sibuk', 'mencari', 'inspirasi', 'politik', 'tempat', 'salah', 'nekadmorello', 'httpstcosaijrdo']","['gibran', 'bikin', 'solo', 'hebat', 'cak', 'imin', 'mungkin', 'sibuk', 'cari', 'inspirasi', 'politik', 'tempat', 'salah', 'nekadmorello', 'httpstcosaijrdo']","{'gibran': 0.0625, 'bikin': 0.0625, 'solo': 0.0625, 'hebat': 0.0625, 'cak': 0.0625, 'imin': 0.0625, 'mungkin': 0.0625, 'masih': 0.0625, 'sibuk': 0.0625, 'mencari': 0.0625, 'inspirasi': 0.0625, 'politik': 0.0625, 'di': 0.0625, 'tempat': 0.0625, 'yang': 0.0625, 'salah': 0.0625}","{'gibran': 0.010277954868248347, 'bikin': 0.05417986339609368, 'solo': 0.034041157475223724, 'hebat': 0.08346243108095273, 'cak': 0.04281463914954539, 'imin': 0.04245981834381474, 'mungkin': 0.07410228606011948, 'masih': 0.05259824681704554, 'sibuk': 0.07090525340715814, 'mencari': 0.08873248643720498, 'inspirasi': 0.16036548866709485, 'politik': 0.06545836742472688, 'di': 0.040423107893590236, 'tempat': 0.13054541024711594, 'yang': 0.05311527968991991, 'salah': 0.14155111393809602}"
175,"Gibran berhasil membuat Solo lebih maju, sedangkan Muhaimin, berhasil membuat kekecewaan terus menerus @SanusiUndins  https://t.co/F99vQ3BV0g",gibran berhasil membuat solo lebih maju sedangkan muhaimin berhasil membuat kekecewaan terus menerus,"['gibran', 'berhasil', 'membuat', 'solo', 'lebih', 'maju', 'sedangkan', 'muhaimin', 'berhasil', 'membuat', 'kekecewaan', 'terus', 'menerus']","['gibran', 'berhasil', 'membuat', 'solo', 'lebih', 'maju', 'muhaimin', 'berhasil', 'membuat', 'kekecewaan', 'terus', 'menerus', 'sanusiundins', 'httpstcofvqbvg']","['gibran', 'hasil', 'buat', 'solo', 'lebih', 'maju', 'muhaimin', 'hasil', 'buat', 'kecewa', 'terus', 'terus', 'sanusiundins', 'httpstcofvqbvg']","{'gibran': 0.07692307692307693, 'berhasil': 0.15384615384615385, 'membuat': 0.15384615384615385, 'solo': 0.07692307692307693, 'lebih': 0.07692307692307693, 'maju': 0.07692307692307693, 'sedangkan': 0.07692307692307693, 'muhaimin': 0.07692307692307693, 'kekecewaan': 0.07692307692307693, 'terus': 0.07692307692307693, 'menerus': 0.07692307692307693}","{'gibran': 0.01264979060707489, 'berhasil': 0.21841842815311996, 'membuat': 0.27503024127536524, 'solo': 0.04189680920027535, 'lebih': 0.08265277883378808, 'maju': 0.11435896712506868, 'sedangkan': 0.15106060210350428, 'muhaimin': 0.08726800419342541, 'kekecewaan': 0.14360598571826916, 'terus': 0.12044983220565521, 'menerus': 0.17421675561611819}"
